cluster,texto
10,oi alessandra bom dia como voce esta aqui e a ana da equipe do curadobia a bia nos passou seu contato para tratar sobre o seu interesse nas nossa pecas
0,sobre a questao do frete e possivel unificar ele nas blusas da lounge que voce gostou vou te mandar o link das duas
5,<url>
5,<url>
12,com relacao a outra blusa que voce gostou ela esta em processo de lancamento e ainda nao esta a venda no nosso site mas independente desse fator nao seria possivel unificar o frete nesse caso pois o frete so fica unificado para as pecas da mesma marca
1,mas pode ficar tranquila que assim que lancarmos a terceira peca que voce gostou vou te mandar por aqui tudo bem nao deixe de garantir suas pecas da lounge a tempo
1,qualquer coisa sigo aqui
2,sem conteudo detectavel
5,link compartilhado
1,oi renata boa tarde aqui e a ana acredito que te respondi por whatsapp certo qualquer coisa estou por aqui
7,curtiu uma mensagem
3,nan
6,que lindo tudo
2,sem conteudo detectavel
9,bia sent an attachment
12,ola bom dia roupas lindas aqui mas nao encontrei muitas opcoes de tamanhos maiores e isso mesmo tenho uma cliente que se enquadraria perfeita nesse estilo mais contemporaneo mas e um tamanho g gg <num> <num> poderiam me sugerir algumas opcoes
6,ola julienne bom dia tudo bem que bom receber sua mensagem eu me chamo ana e sou do time curadobia
0,claro vou separar nossas opcoes disponiveis em tamanhos maiores e te mando aqui
4,todas as pecas da mybasic e da lounge <num> possuem uma ampla grade <url> <url> os produtos da cecilia possuem uma modelagem mais ampla <url> alguns dos produtos da nauanin chegam ate a numeracao xxgg equivalendo a um <num> <url>
0,os bodys da revival sao excelentes pecas neutras e basicas para ter no armario e possuem uma ampla grade de tamanhos <url> alem disso temos nossos acessorios <url> bolsas <url> e sapatos <url>
10,com certeza voce ira encontrar pecas ideais para o seu objetivo nesses links que te mandei julienne qualquer coisa eu sigo aqui para o que voce precisar
6,ola muito obrigada vou ver em breve
2,sem conteudo detectavel
2,sem conteudo detectavel
2,sem conteudo detectavel
2,sem conteudo detectavel
5,link compartilhado
5,link compartilhado
9,stella sent an attachment
6,bom dia julienne o que achou da nossa selecao
1,sigo aqui para qualquer duvida
6,bom dia julienne o que achou da nossa selecao edited
13,preco
2,sem conteudo detectavel
10,bom dia julienne como vai conseguiu analisar a selecao que fiz especificamente para voce e sua cliente
1,qualquer coisa me avisa
13,oii
6,obrigada eu aviso sim gostei bastante vou levar para a cliente
6,ola boa tarde como vai
8,a nossa calca diferentex esta saindo por r <num> <num>
5,<url>
1,meu nome e ana sigo aqui para o que voce precisar
10,ola tudo bem teria um contato do responsavel da marca ou comercial para falarmos obrigada carol
10,ola carol td bem e vc pode nos enviar para contato curadobia <user> com
0,ola td bem fiz uma compra com vc e recebi apenas o tricot vc pode me ajudar muito obrigada desde ja
11,imagem enviada
9,bia sent an attachment
2,sem conteudo detectavel
2,sem conteudo detectavel
2,sem conteudo detectavel
9,bia sent an attachment
2,sem conteudo detectavel
2,sem conteudo detectavel
2,sem conteudo detectavel
9,bia sent an attachment
5,link compartilhado
0,nao estou conseguindo entrar no site para fazer compra
5,link compartilhado
5,link compartilhado
5,link compartilhado
5,link compartilhado
5,link compartilhado
9,bia sent an attachment
9,bia sent an attachment
13,oiee
0,gosto muito dos looks mas percebo que ha muito jogo c volumes
8,nao sei se ficaria legal p quem esta um pouco acima do peso
12,sua roupa jeans e de onde
10,oie <user> oficial
2,sem conteudo detectavel
6,perfeito ana obrigada pelo retorno
2,sem conteudo detectavel
10,oi gabriela tudo bem ana aqui do time do curadobia estavamos passando por algumas instabilidades mas acredito que agora ja esta tudo resolvido te encaminho aqui o site para ficar mais facil o acesso
5,<url>
1,qualquer coisa sigo aqui
2,sem conteudo detectavel
2,sem conteudo detectavel
5,link compartilhado
13,ameiiiiiiii
0,ola tudo bem estou apaixonada por essa jaqueta bacanuda da foto o preco de <num> pula pra setecentos e tanto na hora de comprar e isso mesmo entra um valor de comissao na hora da compra
11,imagem enviada
0,ola livia td e vc ficamos felizes que gostou dessa jaqueta acredito que tenha sido um erro da lojinha do instagram o valor correto r <num>
5,<url>
1,meu nome e ana sigo aqui para o que precisar
8,praticamos sempre o mesmo valor das marcas o que entrara de extra sera o valor do frete que e calculado automaticamente se tiver mais alguma duvida nos avise ok
2,sem conteudo detectavel
10,ola tudo bem que bom receber sua mensagem meu nome e ana e sou do time curadobia com relacao a sua duvida conversei com a propria bia e ela nos informou que volumes tambem podem funcionar para quem esta um pouco acima desde que tenha um pouco de pele de fora para trazer leveza
1,voce possui interesse em alguma peca em especifico sigo aqui para o que precisar
6,obrigada
11,uma coisa de lindo
0,um dos meus modelos favoritos do site todinh
7,curtiu uma mensagem
11,imagem enviada
0,oi esse conjunto marrom e vendido tambem
2,sem conteudo detectavel
2,sem conteudo detectavel
10,bom dia tudo bem que bom receber sua mensagem adriana aqui e ana do time do curadobia esse conjunto tambem sera um lancamento do curadobia assim que ele estiver disponivel no site pode ficar tranquila que vou te avisar
7,curtiu uma mensagem
6,obrigada
2,sem conteudo detectavel
2,sem conteudo detectavel
9,bia sent an attachment
11,imagem enviada
6,bom dia gostei da calca vai ter no site obrigada
5,link compartilhado
5,link compartilhado
10,ola renata bom dia que bom receber mensagem tua me chamo ana e faco parte do time curadobia nesse lindo look da bia nos temos somente a blusa disponivel no curadobia
0,com relacao a calca nos temos essas duas opcoes que penso que vc pode gostar
5,<url>
5,<url>
1,mas temos varias opcoes qualquer coisa sigo aqui para te auxiliar
2,sem conteudo detectavel
2,sem conteudo detectavel
5,link compartilhado
9,bia sent an attachment
9,bia sent an attachment
2,sem conteudo detectavel
2,sem conteudo detectavel
5,link compartilhado
6,bia voce acaba comigo com tantas coisas lindas do curadobia queria muito que tivesse frete internacional canada eu fico aqui babando
10,oi karen que bom receber tua mensagem aqui e a ana faco parte do time curadobia realmente nos ainda nao trabalhamos com frete internacional mas nao deixe de pedir para alguem te levar nossas pecas quando for te visitar varias clientes internacionais nossas fazem isso
6,obrigada por nos acompanhar sigo aqui para o que voce precisar
0,oi renata boa tarde ana aqui voce conseguiu dar uma olhada nas opcoes que te mandei qualquer coisa sigo aqui para o que voce precisar ta
0,oi livia boa tarde ana aqui voce conseguiu dar uma olhada na jaqueta qualquer coisa sigo aqui para o que voce precisar viu
10,oi gabriela tudo bem vi que voce conseguiu acessar o nosso site e realizou seu pedido certo eles ja estao em separacao e logo mais estarao contigo qualquer coisa sigo aqui para te ajudar
6,ola thais tudo bem deu tudo certo com a chegada das pecas faltantes qualquer coisa sigo aqui para te ajudar viu
0,oi livia boa tarde ana aqui voce conseguiu dar uma olhada na calca qualquer coisa sigo aqui para o que voce precisar viu
0,oi boa tarde ana aqui voce conseguiu dar uma olhada na calca qualquer coisa sigo aqui para o que voce precisar viu edited
0,oi ana obrigada pela resposta bom eu vou continuar na torcida pra esse frete internacional se materializar um dia desses pq a gente quer comprar essas coisas lindas e usar logo ne infelizmente com o preco do dolar nao tenho recebido as amigas aqui tao frequentemente mas e uma boa ideia tambem obrigada
6,nossa perfeito
10,oi adriana tudo bem bom dia aqui e a ana da equipe do curadobia vimos que voce se interessou pelo macacao no video da bia mas na epoca ele ainda estava em lancamento boa noticia agora esta disponivel segue o link abaixo para que voce possa dar uma olhada
5,<url>
1,sigo aqui para o que voce precisar
10,oi clau tudo bem bom dia aqui e a ana da equipe do curadobia vimos que voce se interessou pelo macacao no video da bia mas na epoca ele ainda estava em lancamento boa noticia agora esta disponivel segue o link abaixo para que voce possa dar uma olhada
5,<url> www curadobia com br
1,sigo aqui para o que voce precisar
6,bem e vc ana muito obrigada
3,nan
5,link compartilhado
5,link compartilhado
5,link compartilhado
5,link compartilhado
5,link compartilhado
2,sem conteudo detectavel
5,link compartilhado
5,link compartilhado
5,link compartilhado
9,bia sent an attachment
10,oi anne bom dia tudo bem aqui e a ana do time curadobia a bia nos informou que voce se interessou pela nossa bolsa molona mas que infelizmente ela esta indisponivel no site
1,mas venho com boas noticias a partir de quarta feira teremos reposicao dela se voce ainda tiver interesse me avisa pois ai assim que chegarem eu venho exclusivamente te avisaar
1,independente disso sigo aqui para o que voce precisar
9,bia sent an attachment
6,deu certo sim obrigada
6,adorei como funciona
1,ola tudo bem sobre qual funcionamento deseja saber
0,oi ana boa tarde obrigada pelo contato sim estou interessada tentei comprar apos a mensagem da bia mas ainda estava indisponivel
6,otimo me avise por favor um abraco e obrigada
10,lucia shared a product
8,visto g qual tamanho seria quais cores tem tem a calca tb
10,ola somente essa cor selecionamos sempre uma unica para estar aqui no curadobia
8,a modelagem e grande pode ser tam <num>
1,tem sim a calca
5,<url>
4,pode ser <num> tambem
11,uauuu ameiii linda saia
2,sem conteudo detectavel
5,link compartilhado
1,oi lucia bom dia tudo bem aqui e a ana do time curadobia voce conseguiu dar uma olhada em tudo que te mandamos se tiver alguma duvida sigo aqui
2,sem conteudo detectavel
9,bia sent an attachment
2,sem conteudo detectavel
2,sem conteudo detectavel
9,bia sent an attachment
5,link compartilhado
9,bia sent an attachment
9,bia sent an attachment
2,sem conteudo detectavel
2,sem conteudo detectavel
2,sem conteudo detectavel
2,sem conteudo detectavel
5,link compartilhado
7,curtiu uma mensagem
2,sem conteudo detectavel
2,sem conteudo detectavel
5,link compartilhado
3,nan
10,ola esse conjunto ainda nao esta disponvel no site de vcs ne poderia me dizer se onde e
2,sem conteudo detectavel
5,link compartilhado
7,curtiu uma mensagem
3,nan
0,oi adriana isso ainda nao esta disponivel pois ele e um modelo exclusivo de sao paulo fashion week inclusive fomos semana passada prestigiar a marca reptilia nossa previsao e que esteja disponivel na proxima semana
1,pode ficar tranquila que irei te avisar
0,ola tentei fazer uma compra e apos entrar com os dados do cartao e senha vem a seguinte tela
11,imagem enviada
8,fiz o processo <num> x sera q cobrou <num> x
6,oi maria angela bom dia como voce esta
7,que bom receber mensagem tua
10,aqui e a ana do time curadobia
10,identificamos sua tentativa de compra estavamos realizando uns ajustes no site e acabou tendo esse erro ja estamos verificando com a equipe de tecnologia se foi corrigido e assim que estiver tudo ok voltamos para lhe comunicar tudo bem
6,obrigada por ser nossa cliente
1,ahh reptilia adoro
3,nan
9,bia sent an attachment
0,qual a marca do tenis
0,oii bia tudo bem por favor de onde e essa calca yes i am procurei aqui no feed e nao encontrei obrigada
13,vans
5,<url>
6,legal mto obrigada
7,curtiu uma mensagem
6,obrigada
9,bia sent an attachment
9,salao sent an attachment
9,bia sent an attachment
2,sem conteudo detectavel
2,sem conteudo detectavel
2,sem conteudo detectavel
2,sem conteudo detectavel
5,link compartilhado
6,bom dia adriana como voce esta
0,venho com boas noticias o conjunto que voce se interessou acabou de subir no site com pouquissimas unidades
5,<url>
5,<url>
1,nao perca essa oportunidade qualquer coisa sigo aqui para o que voce precisar
5,link compartilhado
2,sem conteudo detectavel
5,link compartilhado
2,sem conteudo detectavel
5,link compartilhado
9,bia sent an attachment
9,bia sent an attachment
